va,kind,name,display,source,confidence,notes,type
0x00453220,func,_HARDUnrotatedHardPos@12,HARDUnrotatedHardPos,sms,confirmed,,"undefined4 __stdcall HARDUnrotatedHardPos(undefined4, undefined4, undefined4)"
0x004532A0,func,_HARDPos@16,HARDPos,sms,confirmed,,"undefined4 __stdcall HARDPos(undefined4, undefined4, undefined4, undefined4)"
0x004533D0,func,_HARDGunsOnly@0,HARDGunsOnly,sms,confirmed,,undefined4 __stdcall HARDGunsOnly(void)
0x00453440,func,_HARDGunsOnlyAll@0,HARDGunsOnlyAll,sms,confirmed,,undefined4 __stdcall HARDGunsOnlyAll(void)
0x00453490,func,@HARDGunLoadPercent@4,HARDGunLoadPercent,sms,confirmed,,undefined4 __fastcall HARDGunLoadPercent(undefined4)
0x00453510,func,_HARDNameDebug@4,HARDNameDebug,sms,confirmed,,undefined4 __stdcall HARDNameDebug(undefined4)
0x00453640,func,_HARDUnlimited@0,HARDUnlimited,sms,confirmed,,undefined4 __stdcall HARDUnlimited(void)
0x00453710,func,@HARDPodHack@4,HARDPodHack,sms,confirmed,,undefined4 __fastcall HARDPodHack(undefined4)
0x00453800,func,_HARDClearUnloadedHarpoints@0,HARDClearUnloadedHarpoints,sms,confirmed,,undefined4 __stdcall HARDClearUnloadedHarpoints(void)
0x00453870,func,@HARDResourceName@4,HARDResourceName,sms,confirmed,,undefined4 __fastcall HARDResourceName(undefined4)
0x00453890,func,HARDStoreName,,re,confirmed,"resolve a hardpoint store's resource-name string via _NextString (name at +5 for loaded stores, +1 otherwise); signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand",char * __fastcall HARDStoreName(char *)
0x004538C0,func,_HARDSaveHumanLoads@0,HARDSaveHumanLoads,sms,confirmed,,undefined4 __stdcall HARDSaveHumanLoads(void)
0x004538CB,func,,,waiver,confirmed,Ghidra split tail of _HARDSaveHumanLoads@0 (0x4538C0) — the human-loadout save loop,
0x004539C0,func,_HARDRestoreHumanLoad@0,HARDRestoreHumanLoad,sms,confirmed,,undefined4 __stdcall HARDRestoreHumanLoad(void)
0x00453A70,func,_HARDTotalFuel@0,HARDTotalFuel,sms,confirmed,,undefined4 __stdcall HARDTotalFuel(void)
0x00453AC0,func,@HARDNumLoaded@8,HARDNumLoaded,sms,confirmed,,"undefined4 __fastcall HARDNumLoaded(undefined4, undefined4)"
0x00453AF0,func,_HARDHasInternalBay@4,HARDHasInternalBay,sms,confirmed,,undefined4 __stdcall HARDHasInternalBay(undefined4)
0x00453B90,func,_HARDRearmTest@0,HARDRearmTest,sms,confirmed,,undefined4 __stdcall HARDRearmTest(void)
0x00453C50,func,_HARDRearmHumanLoad@0,HARDRearmHumanLoad,sms,confirmed,,undefined4 __stdcall HARDRearmHumanLoad(void)
0x00453D10,func,_HARDUsedWeapons@12,HARDUsedWeapons,sms,confirmed,,"undefined4 __stdcall HARDUsedWeapons(undefined4, undefined4, undefined4)"
0x00453D50,func,_HARDSaveFortLoads@0,HARDSaveFortLoads,sms,confirmed,,undefined4 __stdcall HARDSaveFortLoads(void)
0x00453D5B,func,,,waiver,confirmed,Ghidra split tail of _HARDSaveFortLoads@0 (0x453D50) — the fort/base-loadout save loop,
0x00453EC0,func,_HARDRestoreFortLoad@0,HARDRestoreFortLoad,sms,confirmed,,undefined4 __stdcall HARDRestoreFortLoad(void)
0x00453F90,func,_HARDRearmFortTest@0,HARDRearmFortTest,sms,confirmed,,undefined4 __stdcall HARDRearmFortTest(void)
0x00454060,func,_HARDRearmFortLoad@0,HARDRearmFortLoad,sms,confirmed,,undefined4 __stdcall HARDRearmFortLoad(void)
0x00454140,func,_ChangePlaneType@12,ChangePlaneType,sms,confirmed,,"undefined4 __stdcall ChangePlaneType(undefined4, undefined4, undefined4)"
0x004543A0,func,?RepairTime@@YIJJ@Z,RepairTime,sms,confirmed,,long __fastcall RepairTime(long)
0x004543C0,func,_SelectRepairPlane@16,SelectRepairPlane,sms,confirmed,,"undefined4 __stdcall SelectRepairPlane(undefined4, undefined4, undefined4, undefined4)"
0x00477590,func,_FMTurbulence@0,FMTurbulence,sms,confirmed,,undefined4 __stdcall FMTurbulence(void)
0x00477D10,func,_COMinSpeed@0,COMinSpeed,sms,confirmed,,undefined4 __stdcall COMinSpeed(void)
0x00477D30,func,_COCornerSpeed@0,COCornerSpeed,sms,confirmed,,undefined4 __stdcall COCornerSpeed(void)
0x00477E50,func,_COMaxSpeed@0,COMaxSpeed,sms,confirmed,,undefined4 __stdcall COMaxSpeed(void)
0x00477E60,func,_COAcc@0,COAcc,sms,confirmed,,undefined4 __stdcall COAcc(void)
0x00477E80,func,_CODacc@0,CODacc,sms,confirmed,,undefined4 __stdcall CODacc(void)
0x00477EA0,func,_COBv@0,COBv,sms,confirmed,,undefined4 __stdcall COBv(void)
0x00477ED0,func,_COBrv@0,COBrv,sms,confirmed,,undefined4 __stdcall COBrv(void)
0x00478090,func,_COBankRate@0,COBankRate,sms,confirmed,,undefined4 __stdcall COBankRate(void)
0x004780D0,func,_COTurnRate@0,COTurnRate,sms,confirmed,,undefined4 __stdcall COTurnRate(void)
0x00478150,func,_COTurnRadius@0,COTurnRadius,sms,confirmed,,undefined4 __stdcall COTurnRadius(void)
0x00478190,func,@COThrust@4,COThrust,sms,confirmed,,undefined4 __fastcall COThrust(undefined4)
0x004781D0,func,_COTwr@0,COTwr,sms,confirmed,,undefined4 __stdcall COTwr(void)
0x00478200,func,@COSig@20,COSig,sms,confirmed,,"undefined4 __fastcall COSig(undefined4, undefined4, undefined4, undefined4, undefined4)"
0x004784A0,func,_COGPullDrag@0,COGPullDrag,sms,confirmed,,undefined4 __stdcall COGPullDrag(void)
0x0047A690,func,_FMAircraftSetup@0,FMAircraftSetup,sms,confirmed,,undefined4 __stdcall FMAircraftSetup(void)
0x0047A770,func,_FMGetAcc@12,FMGetAcc,sms,confirmed,,"undefined4 __stdcall FMGetAcc(undefined4, undefined4, undefined4)"
0x0047AC60,func,_FMGetNPCAcc@0,FMGetNPCAcc,sms,confirmed,,undefined4 __stdcall FMGetNPCAcc(void)
0x0047AEB0,func,_FMVertMotion@0,FMVertMotion,sms,confirmed,,undefined4 __stdcall FMVertMotion(void)
0x0047AF70,func,_FMSetTV@8,FMSetTV,sms,confirmed,,"undefined4 __stdcall FMSetTV(undefined4, undefined4)"
0x0047B000,func,_FMResetTV@0,FMResetTV,sms,confirmed,,undefined4 __stdcall FMResetTV(void)
0x0047B020,func,_FMFlight@0,FMFlight,sms,confirmed,,undefined4 __stdcall FMFlight(void)
0x004EE470,data,,,waiver,confirmed,flight-model throttle scratch near throttle100,
0x004F013C,data,,,waiver,confirmed,interior of fortNationGroundForces campaign array,
0x004F036C,data,,,waiver,confirmed,interior of fortNationGroundForces campaign array,
0x004F691C,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6928,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6934,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6940,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F694C,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6958,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6964,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6970,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F697C,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6988,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F69B4,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F69C0,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F69D0,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F69DC,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F69F4,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A14,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A44,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A54,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A60,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A68,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A78,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A80,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A94,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6A9C,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6AA8,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6AB4,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6ABC,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6AC8,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6AD4,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B04,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B14,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B20,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B2C,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B34,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x004F6B40,data,,,waiver,confirmed,campaign persistent-plane / rearm state read by HARD; owned by campaign (#218),
0x0050CEF4,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF64,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF6C,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF6D,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF7B,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF7C,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF7D,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF7F,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CF94,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050CFEF,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D00F,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D013,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D017,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D023,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D027,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D02B,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D02F,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D06E,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D072,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D07C,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D080,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D082,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D086,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D088,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D08C,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D08D,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D08F,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D091,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D093,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0B8,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0BA,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0BF,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0C1,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0C5,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0CB,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0CF,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0D7,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0D9,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0DD,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0DF,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0E1,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0E3,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0F4,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D0F6,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D12F,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D133,data,,,waiver,confirmed,interior of _cg current-object mirror (FM plane state: throttle/gear/thrust/speed); base named in objects.csv,
0x0050D2BF,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D31D,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D31E,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D322,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3A8,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3B5,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3BB,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3BF,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3C1,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3C3,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3C5,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3C7,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3C9,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3CB,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3CD,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3DB,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D3E5,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x0050D420,data,,,waiver,confirmed,interior of _cgt type-record mirror (plane/weapon type fields); base named in objects.csv,
0x00521DEA,data,,,waiver,confirmed,shell/menu UI state read by ArmPlane; owned by shell-ui,
0x0052254A,data,,,waiver,confirmed,interior of the _dam damage-state block; owned by collision/damage (#222),
0x00529574,data,,,waiver,confirmed,interior of the _fortTypeIds campaign array,
0x00545208,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x0054520A,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x0054520C,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545214,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005452B8,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005452BC,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005452F4,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005452F8,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545498,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x0054549A,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005454A8,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005454AC,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005454B0,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005454D0,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005454D4,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545584,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545586,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545A70,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545A78,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545A96,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545A98,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545B68,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545B6C,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545CD0,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00545CD4,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005466A8,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005466AC,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005466C0,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x005466D8,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00546768,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x0054676C,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00546770,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
0x00546774,data,,,waiver,confirmed,interior of the HARD loadout save/restore arrays (_rudder-based human/fort backup buffers),
