va,kind,name,display,source,confidence,notes,type
0x004F3BF0,data,,,waiver,confirmed,interior of / adjacent to ?scorePrefix@@3PADA; named at its base or owned by that subsystem,
0x004F3C08,data,,,waiver,confirmed,interior of / adjacent to ?pendingFlag@@3GA; named at its base or owned by that subsystem,
0x004F3C10,data,_warnSndVol,,re,confirmed,initial-volume table for _warnSnd; extent proven in the #455 close-out,u16[8]
0x004F3C12,data,,,waiver,confirmed,interior of / adjacent to ?heartbeatVol@@3GA; named at its base or owned by that subsystem,
0x004F3C20,data,_warnSndName,,re,confirmed,"filename table for _warnSnd (IR1.11K, ...); extent proven in the #455 close-out",undefined4[8]
0x004F3C24,data,,,waiver,confirmed,interior of / adjacent to ?heartbeatVol@@3GA; named at its base or owned by that subsystem,
0x004F3C60,data,,,waiver,confirmed,interior of / adjacent to ?radarLockedOnMe@@3DA; named at its base or owned by that subsystem,
0x004F3C62,data,,,waiver,confirmed,interior of / adjacent to ?radarLockedOnMe@@3DA; named at its base or owned by that subsystem,
0x004F3CCC,data,_curShellMusic,,re,confirmed,current shell-music category; extent proven in the #455 close-out,s32
0x004F3CE4,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3CF0,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3CFC,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3CFD,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3CFE,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3CFF,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D00,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D0C,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D18,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D28,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D38,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D44,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D50,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D5C,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D68,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D74,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D80,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D8C,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3D9C,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x004F3DAC,data,,,waiver,confirmed,interior of / adjacent to _stereoSwap; named at its base or owned by that subsystem,
0x0050CEF0,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050D0F2,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050D275,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2E9,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2ED,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2F9,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2FA,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2FC,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D2FE,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D300,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D302,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x00522500,data,,,waiver,confirmed,interior of / adjacent to _dam; named at its base or owned by that subsystem,
0x00522502,data,,,waiver,confirmed,interior of / adjacent to _dam; named at its base or owned by that subsystem,
0x00536CAA,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CAE,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CB2,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CBE,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CCA,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CD2,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CD4,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CE2,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CE6,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CE7,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CEC,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CED,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x00536CEE,data,,,waiver,confirmed,interior of / adjacent to _specials; named at its base or owned by that subsystem,
0x005376D6,data,,,waiver,confirmed,interior of / adjacent to ?pendMOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0053772A,data,,,waiver,confirmed,interior of / adjacent to ?pendMOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0053777E,data,,,waiver,confirmed,interior of / adjacent to ?pendMOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x005380B4,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380B8,data,_warnSnd,,re,confirmed,RWR/IR threat-warning tone channel table (8 entries); extent proven in the #455 close-out,u8[96]
0x005380BA,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380BE,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380C0,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380C4,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380C6,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380CA,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x005380CC,data,,,waiver,confirmed,interior of / adjacent to ?musicVolume@@3GA; named at its base or owned by that subsystem,
0x0053811C,data,,,waiver,confirmed,interior of / adjacent to ?mixChanHandle@@3PAPAU_SAMPLE@@A; named at its base or owned by that subsystem,
0x00538166,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053816A,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053816E,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00538176,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053817A,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00538186,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053818E,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00538190,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053819A,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053819C,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0053819E,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381A2,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381A3,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381A7,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381A8,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381A9,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381AA,data,,,waiver,confirmed,interior of / adjacent to ?noMixRight@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005381C0,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381C2,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381C4,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381D2,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381D6,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381E6,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381E8,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381EA,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381EC,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381EE,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381F0,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381F2,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381F4,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381F6,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381F8,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005381FA,data,,,waiver,confirmed,interior of / adjacent to ?loopSnd@@3PAULOOP_SND@@A; named at its base or owned by that subsystem,
0x005402CE,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402D2,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402D6,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402DA,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402DE,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402E2,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402E6,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402E8,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402EA,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402EC,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402EE,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402F0,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402F4,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402F6,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402F8,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402FA,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402FC,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005402FE,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540300,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540302,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540304,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540306,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0054030A,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0054030B,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0054030C,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0054030D,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x0054030F,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540310,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540311,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x00540312,data,,,waiver,confirmed,interior of / adjacent to ?noMixLeft@@3UMODSPEC@@A; named at its base or owned by that subsystem,
0x005407F9,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x005407FA,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x005407FB,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540806,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054080A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054080E,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540816,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054081A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540822,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540826,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540828,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054082A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054082C,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054082E,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540830,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054083A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054083C,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054083E,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540842,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540843,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540847,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540848,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540849,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054084A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054084C,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054085A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054086A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540876,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054087A,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054087C,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x0054087E,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
0x00540880,data,,,waiver,confirmed,interior of / adjacent to ?MOD@@3PAUMODSPEC@@A; named at its base or owned by that subsystem,
