va,kind,name,display,source,confidence,notes,type
0x004C3890,func,PROJRangePk,,re,confirmed,range->Pk envelope lookup from the type range table; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,"undefined4 __fastcall PROJRangePk(undefined4, s32)"
0x004C3960,func,PROJSizePk,,re,confirmed,target-size/RCS vs weapon-sensitivity Pk scalar; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,"int __fastcall PROJSizePk(undefined4, undefined4)"
0x004C39A0,func,@PROJLaunchDevice@4,PROJLaunchDevice,sms,confirmed,,undefined4 __fastcall PROJLaunchDevice(undefined4)
0x004C3AF0,func,_PROJRetargetMissilesOnDevice@12,PROJRetargetMissilesOnDevice,sms,confirmed,,"undefined4 __stdcall PROJRetargetMissilesOnDevice(undefined4, undefined4, undefined4)"
0x004C3C40,func,PROJGuideToDevice,,re,inferred,steer a seduced missile toward the decoy device,undefined4 __stdcall PROJGuideToDevice(undefined4)
0x004C3CA0,func,_PROJRemove@0,PROJRemove,sms,confirmed,,undefined4 __stdcall PROJRemove(void)
0x004C3DD0,func,@PROJRetargetMissiles@4,PROJRetargetMissiles,sms,confirmed,,undefined4 __fastcall PROJRetargetMissiles(undefined4)
0x004C3EB0,func,_PROJMakeBombEq@28,PROJMakeBombEq,sms,confirmed,,"undefined4 __stdcall PROJMakeBombEq(undefined4, undefined4, undefined4, undefined4, undefined4, undefined4, undefined4)"
0x004C4030,func,_PROJChangeBombEq@8,PROJChangeBombEq,sms,confirmed,,"undefined4 __stdcall PROJChangeBombEq(undefined4, undefined4)"
0x004C4050,func,_PROJBombPos@12,PROJBombPos,sms,confirmed,,"undefined4 __stdcall PROJBombPos(undefined4, undefined4, undefined4)"
0x004C4100,func,_PROJSelectTarget@0,PROJSelectTarget,sms,confirmed,,undefined4 __stdcall PROJSelectTarget(void)
0x004C4390,func,PROJScoreTarget,,re,confirmed,per-candidate seeker scoring callback (dist+penalties); signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,undefined4 __cdecl PROJScoreTarget(u16)
0x004C4700,func,_PROJServiceWeapon@24,PROJServiceWeapon,sms,confirmed,,"undefined4 __stdcall PROJServiceWeapon(undefined4, undefined4, undefined4, undefined4, undefined4, undefined4)"
0x004C5000,func,PROJSetReattackTimer,,re,confirmed,set a random AI re-attack delay from aggression; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,void __cdecl PROJSetReattackTimer(void)
0x004C5050,func,PROJAimGunSolution,,re,confirmed,gun/dumb-weapon aim point with dispersion + terrain clamp; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,"void __fastcall PROJAimGunSolution(s32, u16)"
0x004C5270,func,PROJHasMissileOnTarget,,re,confirmed,predicate: already have a guided missile locked on target; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,u8 __fastcall PROJHasMissileOnTarget(u16)
0x004C52D0,func,PROJSelectStore,,re,confirmed,AI: pick the best weapon store for a target; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,"undefined4 __fastcall PROJSelectStore(char, undefined4, u16)"
0x004C5570,func,@PROJMissileAttacking@4,PROJMissileAttacking,sms,confirmed,,undefined4 __fastcall PROJMissileAttacking(undefined4)
0x004C5670,func,_PROJSendCollateralDamages@24,PROJSendCollateralDamages,sms,confirmed,,"undefined4 __stdcall PROJSendCollateralDamages(undefined4, undefined4, undefined4, undefined4, undefined4, undefined4)"
0x004C58A0,func,PROJAreaWeaponHit,,re,inferred,special-warhead detonation (submunition scatter + collateral),
0x004C58AD,func,,,waiver,confirmed,Ghidra mid-function split of PROJAreaWeaponHit (0x4C58A0),
0x004C5D00,func,PROJMinScatterAngle,,re,confirmed,clamp a scatter angle away from zero for submunition dispersion; signature recovered in the #453 per-subsystem pass; convention and stack arity checked against the binary's RET operand,s16 __fastcall PROJMinScatterAngle(s16)
0x004EBB28,data,,,waiver,confirmed,interior of / adjacent to ?videoInitialized@@3DA; named at its base or owned by that subsystem,
0x004F465C,data,,,waiver,confirmed,interior of / adjacent to ?ifmShow@@3GA; named at its base or owned by that subsystem,
0x004F465D,data,,,waiver,confirmed,interior of / adjacent to ?ifmShow@@3GA; named at its base or owned by that subsystem,
0x004F465E,data,,,waiver,confirmed,interior of / adjacent to ?ifmShow@@3GA; named at its base or owned by that subsystem,
0x004F465F,data,,,waiver,confirmed,interior of / adjacent to ?ifmShow@@3GA; named at its base or owned by that subsystem,
0x0050C8A2,data,,,waiver,confirmed,interior of / adjacent to _sunAngle; named at its base or owned by that subsystem,
0x0050CE2C,data,,,waiver,confirmed,interior of / adjacent to ?reduceLookDown@@3DA; named at its base or owned by that subsystem,
0x0050CE3C,data,,,waiver,confirmed,interior of / adjacent to ?reduceLookDown@@3DA; named at its base or owned by that subsystem,
0x0050CEC7,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CEC8,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CF66,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CF81,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFA6,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFA8,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFAA,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFAE,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFB2,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFB6,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050CFB8,data,,,waiver,confirmed,interior of _cg current-object mirror; base named in objects.csv,
0x0050D0F8,data,,,waiver,confirmed,"interior of _cg current-object mirror (= entity +0x278, in the class-extension region): active looping gun-sound handle. Not a standalone global — inside the record OBJAdd memmoves (#454)",
0x0050D0FA,data,,,waiver,confirmed,"interior of _cg current-object mirror (= entity +0x27A, in the class-extension region): gun-sound expiry tick. Not a standalone global — inside the record OBJAdd memmoves (#454)",
0x0050D316,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D317,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D318,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D319,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D31B,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D369,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D36B,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D374,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D376,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D377,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D379,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D37E,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D37F,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D380,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D381,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D382,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x0050D396,data,,,waiver,confirmed,interior of _cgt type-record mirror; base named in objects.csv,
0x005445AA,data,,,waiver,confirmed,interior of / adjacent to _ro; named at its base or owned by that subsystem,
0x0058F0F8,data,_projBestTargetCost,,re,confirmed,seeker-search best-cost accumulator (init 0x7FFFFFFF),undefined4
0x0058F108,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F10C,data,_projBestTargetId,,re,confirmed,seeker-search result id,undefined2
0x0058F110,data,_projPkPenalty,,re,confirmed,running hit-chance (Pk) multiplier,undefined4
0x0058F118,data,_projNameBuf,,re,confirmed,weapon display-name buffer (PROJBuildName),
0x0058F180,data,_projSeekerList,,re,confirmed,seeker-parameter array from HARDBestSeekers,
0x0058F188,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F18A,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F18C,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F194,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F196,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F1A4,data,,,waiver,confirmed,interior of / adjacent to _trackLockEndT; named at its base or owned by that subsystem,
0x0058F1C4,data,,,waiver,confirmed,interior of / adjacent to _searchLockEndT; named at its base or owned by that subsystem,
0x0058F1C8,data,,,waiver,confirmed,interior of / adjacent to _searchLockEndT; named at its base or owned by that subsystem,
0x0058F1D4,data,_projInboundWarnT,,re,inferred,inbound-missile warning throttle,undefined2
0x0058F1E0,data,,,waiver,confirmed,interior of / adjacent to _projLocksOnPlayer; named at its base or owned by that subsystem,
